id,customer_id,complete_time,order_total_price,pearls_earned,employee_id
5472,1251,2025-03-23 06:53:18,13.75,6,20
5473,1137,2025-08-05 19:47:52,8.0,4,35
5474,153,2025-08-13 09:29:13,4.0,2,15
5475,58,2025-03-03 22:07:23,4.0,2,39
5476,572,2025-01-28 20:59:01,8.5,4,3
5477,6,2025-09-15 07:24:57,3.5,1,44
5478,11,2025-02-07 04:06:18,4.75,2,17
5479,416,2025-01-21 19:18:04,6.5,3,34
5480,1383,2025-06-09 20:01:02,6.0,3,8
5481,1447,2024-10-12 19:55:13,3.75,1,35
5482,478,2025-06-12 03:44:26,8.75,4,9
5483,708,2024-10-08 20:26:37,3.5,1,46
5484,343,2025-04-14 17:26:28,7.5,3,12
5485,1121,2025-08-13 11:04:47,13.75,6,6
5486,1648,2024-11-26 15:04:33,15.25,7,1
5487,1531,2025-01-29 03:24:09,4.75,2,43
5488,381,2025-07-16 07:47:14,10.0,5,23
5489,100,2025-06-27 00:22:36,6.0,3,39
5490,1577,2024-10-28 08:04:27,6.0,3,34
5491,1481,2025-06-14 06:48:27,4.75,2,30
5492,584,2025-05-20 21:14:19,9.5,4,48
5493,1045,2025-04-18 20:11:44,6.0,3,21
5494,373,2025-02-01 11:00:36,3.5,1,5
5495,1097,2025-05-09 17:19:15,3.5,1,11
5496,981,2025-09-01 08:04:04,4.75,2,1
5497,1014,2025-06-24 15:32:43,4.25,2,13
5498,171,2025-07-26 14:19:27,3.75,1,35
5499,388,2025-09-05 13:00:10,4.75,2,7
5500,448,2025-02-02 00:25:24,3.5,1,44
5501,651,2025-01-12 05:54:53,11.75,5,2
5502,647,2025-05-10 18:44:42,15.25,7,33
5503,1234,2025-02-26 04:27:52,4.5,2,2
5504,277,2025-05-18 06:20:04,4.5,2,19
5505,1206,2025-03-02 16:30:41,3.75,1,44
5506,583,2024-11-07 12:05:16,9.0,4,49
5507,1167,2025-05-12 01:03:14,7.5,3,40
5508,1594,2024-12-24 22:30:50,4.5,2,34
5509,104,2025-06-04 09:09:37,15.25,7,41
5510,1185,2025-07-18 12:21:30,8.0,4,15
5511,452,2025-07-13 06:21:08,4.25,2,23
5512,45,2025-06-22 18:28:19,3.5,1,33
5513,59,2024-11-24 01:29:46,7.5,3,8
5514,1633,2025-03-07 07:12:12,8.75,4,46
5515,1198,2025-05-17 20:29:55,12.25,6,38
5516,1193,2025-07-11 13:10:43,7.0,3,30
5517,18,2024-10-13 14:22:05,6.0,3,6
5518,1099,2025-05-30 23:55:55,8.0,4,7
5519,75,2024-10-09 13:21:56,4.25,2,42
5520,1014,2025-09-08 07:28:03,3.75,1,44
5521,1535,2024-12-05 00:01:01,7.5,3,9
5522,1917,2025-02-19 07:18:32,13.0,6,48
5523,565,2025-07-08 21:49:10,4.0,2,12
5524,1599,2025-04-04 09:15:43,7.25,3,3
5525,277,2025-07-01 14:18:02,4.5,2,25
5526,845,2025-02-11 17:42:54,4.0,2,31
5527,1907,2025-08-07 07:34:05,4.0,2,46
5528,1648,2025-04-16 11:12:33,9.0,4,37
5529,1598,2025-05-03 18:00:23,6.5,3,33
5530,70,2025-04-16 22:25:51,11.25,5,18
5531,919,2025-08-28 04:55:59,13.75,6,31
5532,476,2024-10-07 05:34:01,6.0,3,38
5533,690,2024-10-19 12:07:15,8.25,4,20
5534,752,2024-11-19 20:22:31,7.25,3,17
5535,1434,2025-03-26 14:21:39,4.75,2,46
5536,1898,2024-10-30 10:37:31,8.0,4,12
5537,258,2025-05-22 10:44:38,4.5,2,28
5538,1996,2025-05-17 18:44:12,8.5,4,29
5539,271,2025-01-02 00:16:34,3.75,1,22
5540,1689,2025-02-16 04:35:14,4.5,2,1
5541,383,2025-06-09 17:45:47,11.75,5,8
5542,1852,2025-03-25 23:15:35,12.25,6,48
5543,251,2025-04-01 13:17:49,8.75,4,1
5544,76,2024-10-15 14:10:11,11.25,5,8
5545,740,2024-10-21 07:04:58,4.5,2,8
5546,1512,2024-10-14 19:39:10,8.75,4,27
5547,1209,2025-02-14 15:35:55,7.5,3,38
5548,553,2024-12-14 04:44:11,4.75,2,42
5549,1777,2025-09-25 00:11:06,6.5,3,17
5550,432,2025-06-08 04:50:19,12.75,6,19
5551,554,2025-01-03 11:20:23,9.25,4,9
5552,1551,2025-05-28 00:15:00,4.0,2,30
5553,588,2024-11-25 18:00:00,8.0,4,13
5554,1856,2025-03-29 00:33:26,4.75,2,4
5555,1559,2025-07-14 15:41:12,13.25,6,6
5556,961,2025-06-11 11:21:40,6.5,3,50
5557,906,2024-11-22 23:35:35,9.75,4,47
5558,1093,2025-07-12 23:42:23,6.5,3,22
5559,1666,2025-07-08 18:32:02,13.0,6,3
5560,1510,2025-03-03 04:29:29,11.75,5,35
5561,1557,2025-08-15 12:44:12,8.25,4,12
5562,824,2024-12-02 10:23:41,10.75,5,37
5563,942,2025-09-24 06:34:29,12.75,6,29
5564,1761,2024-11-03 04:45:23,8.75,4,2
5565,1093,2024-10-20 09:06:34,11.25,5,39
5566,890,2024-11-06 05:34:24,10.0,5,43
5567,1781,2025-09-23 00:26:06,12.0,6,36
5568,975,2025-05-31 18:25:58,4.75,2,14
5569,1475,2025-06-09 13:22:53,13.25,6,38
5570,1577,2024-10-18 07:42:07,8.25,4,41
5571,1761,2025-02-25 21:10:09,8.0,4,8
5572,875,2025-08-09 03:24:36,10.5,5,6
5573,1301,2024-10-05 17:58:52,7.75,3,1
5574,1409,2025-07-30 03:49:25,8.0,4,45
5575,978,2024-11-03 22:24:00,11.25,5,1
5576,1137,2025-05-19 10:52:04,12.25,6,43
5577,376,2025-04-01 13:22:22,16.0,8,33
5578,1417,2024-12-05 13:31:00,13.0,6,48
5579,1859,2025-04-15 01:45:04,3.75,1,43
5580,982,2025-03-09 01:22:55,13.75,6,10
5581,379,2025-02-18 13:21:06,11.5,5,7
5582,1803,2025-01-18 13:30:30,8.5,4,6
5583,68,2025-09-27 02:58:48,4.0,2,15
5584,1084,2024-12-30 13:54:28,9.0,4,3
5585,1744,2025-08-09 00:42:31,7.5,3,15
5586,1381,2025-08-28 05:33:27,13.75,6,4
5587,1943,2025-01-16 03:14:30,4.5,2,48
5588,1662,2024-11-25 14:08:19,12.5,6,24
5589,1295,2024-10-24 02:55:04,4.25,2,26
5590,1550,2025-07-28 13:38:20,6.0,3,29
5591,1031,2025-04-12 16:12:02,9.5,4,21
5592,370,2024-11-28 04:02:54,12.25,6,25
5593,175,2025-03-02 18:30:31,3.75,1,1
5594,1376,2025-06-02 09:42:24,10.25,5,48
5595,337,2025-05-01 16:37:07,10.5,5,23
5596,447,2025-01-19 18:19:35,13.25,6,23
5597,238,2025-04-19 06:57:44,9.25,4,34
5598,284,2025-08-07 22:49:51,7.25,3,15
5599,495,2025-09-08 07:27:24,12.5,6,19
5600,233,2025-01-17 02:54:43,15.5,7,20
5601,197,2025-02-08 19:38:15,4.0,2,12
5602,1861,2024-11-23 20:01:54,8.5,4,42
5603,821,2025-03-21 07:02:36,8.25,4,30
5604,895,2025-01-26 14:35:04,4.5,2,50
5605,1844,2025-07-19 07:57:59,6.5,3,47
5606,1493,2024-12-27 03:03:10,14.0,7,25
5607,713,2024-11-07 22:14:41,4.5,2,25
5608,1756,2024-11-22 07:13:08,4.25,2,17
5609,992,2025-08-19 00:33:21,11.75,5,6
5610,229,2025-09-19 16:32:15,4.75,2,30
5611,1185,2025-01-23 05:23:12,15.0,7,30
5612,1339,2025-02-08 17:22:05,11.75,5,26
5613,1022,2025-08-16 21:20:17,12.75,6,21
5614,72,2024-12-11 17:59:17,4.75,2,29
5615,506,2025-05-24 11:35:28,14.25,7,8
5616,385,2025-03-08 10:14:38,14.25,7,1
5617,1899,2025-02-14 10:10:05,4.75,2,5
5618,1332,2025-06-28 08:47:00,4.25,2,48
5619,1226,2025-09-07 01:50:07,13.0,6,25
5620,416,2025-04-04 09:13:07,14.75,7,24
5621,1951,2025-01-24 06:53:36,4.0,2,30
5622,669,2024-11-08 00:47:03,3.5,1,27
5623,606,2025-03-03 12:10:30,4.75,2,22
5624,1067,2025-03-09 15:59:53,16.25,8,25
5625,1200,2025-07-15 19:30:45,7.5,3,27
5626,1381,2025-07-18 19:59:59,9.0,4,10
5627,1030,2025-01-29 19:14:34,7.5,3,28
5628,1234,2025-09-21 16:58:08,9.25,4,12
5629,1391,2025-01-24 07:11:25,7.75,3,23
5630,621,2025-06-15 05:02:37,8.75,4,34
5631,906,2025-03-31 08:12:37,4.5,2,5
5632,1354,2025-09-05 13:29:47,14.25,7,26
5633,140,2025-09-14 19:11:51,4.5,2,39
5634,1864,2025-08-28 20:02:18,6.5,3,5
5635,2000,2025-04-12 12:40:32,12.5,6,41
5636,1897,2025-09-21 19:29:13,15.25,7,13
5637,798,2025-04-05 08:26:00,15.75,7,13
5638,200,2025-07-14 09:49:12,3.5,1,47
5639,210,2025-01-14 21:02:21,14.25,7,8
5640,1645,2024-12-11 17:22:46,9.0,4,24
5641,1385,2025-05-15 19:05:19,14.0,7,23
5642,1276,2024-11-23 16:24:18,4.5,2,24
5643,1185,2024-10-08 01:41:52,9.0,4,26
5644,1746,2024-10-16 02:32:24,10.25,5,17
5645,1043,2025-08-11 23:26:16,4.5,2,43
5646,1645,2025-02-09 06:45:38,13.5,6,38
5647,919,2025-07-14 02:16:07,15.0,7,50
5648,1302,2024-10-27 13:50:22,5.5,2,30
5649,494,2024-11-07 21:37:07,5.5,2,2
5650,141,2024-12-06 03:39:37,4.5,2,1
5651,683,2025-04-27 02:55:37,11.25,5,19
5652,1841,2024-11-28 23:26:12,3.5,1,23
5653,1600,2025-02-18 17:14:01,7.0,3,34
5654,1743,2025-08-25 00:09:14,8.25,4,3
5655,148,2024-12-09 15:10:54,10.0,5,24
5656,1498,2025-07-23 15:34:11,8.5,4,19
5657,960,2025-05-30 11:58:34,12.25,6,49
5658,738,2025-01-21 13:34:41,4.25,2,40
5659,133,2025-01-11 00:12:08,14.75,7,34
5660,195,2025-07-27 16:45:04,15.0,7,28
5661,736,2025-01-13 22:51:11,6.0,3,44
5662,1939,2025-07-16 19:41:14,11.0,5,8
5663,378,2025-03-20 12:14:14,4.0,2,39
5664,959,2025-04-07 22:39:39,4.0,2,1
5665,1397,2025-07-06 09:53:18,9.25,4,6
5666,669,2025-07-30 07:11:13,9.0,4,35
5667,816,2025-01-01 01:33:39,12.25,6,44
5668,530,2025-08-06 01:10:07,8.5,4,22
5669,277,2024-11-26 05:37:28,6.0,3,50
5670,315,2025-08-12 17:29:59,3.75,1,13
5671,1390,2024-12-04 01:59:42,4.5,2,20
5672,1788,2025-01-10 12:01:02,8.75,4,2
5673,54,2025-05-03 02:43:52,4.5,2,47
5674,1112,2025-01-04 04:59:31,4.75,2,34
5675,299,2025-08-15 02:27:28,14.0,7,43
5676,245,2024-12-20 23:28:14,12.75,6,11
5677,899,2025-05-09 21:42:07,8.5,4,38
5678,1767,2025-05-12 20:36:26,10.0,5,9
5679,1619,2025-02-12 00:12:25,4.5,2,4
5680,232,2025-01-17 09:40:01,9.5,4,32
5681,1153,2024-10-04 11:16:40,14.0,7,16
5682,1287,2025-04-14 06:37:39,12.5,6,42
5683,620,2025-09-04 18:33:35,8.5,4,5
5684,822,2025-03-16 17:41:10,13.5,6,2
5685,1822,2025-03-11 00:51:20,12.0,6,47
5686,59,2025-01-25 15:21:52,8.5,4,38
5687,379,2025-05-09 08:20:57,10.75,5,16
5688,1056,2024-10-15 15:01:30,5.5,2,35
5689,282,2024-10-16 04:41:18,4.25,2,44
5690,1795,2025-01-16 20:09:16,4.25,2,39
5691,1130,2025-06-15 10:28:59,8.0,4,38
5692,1117,2025-08-06 10:08:11,3.5,1,36
5693,300,2024-12-15 21:25:11,5.5,2,48
5694,217,2025-06-25 16:37:34,9.5,4,2
5695,1902,2024-12-10 06:48:33,7.25,3,25
5696,487,2025-05-29 16:06:44,6.0,3,29
5697,752,2025-01-18 23:01:41,4.5,2,49
5698,553,2025-04-21 15:02:39,14.0,7,26
5699,1041,2025-07-29 05:47:23,8.5,4,10
5700,1050,2025-06-07 09:24:15,11.5,5,46
5701,1588,2025-05-11 05:29:34,6.0,3,29
5702,1823,2025-07-05 08:39:05,6.5,3,16
5703,1187,2024-11-17 13:14:06,8.25,4,15
5704,1642,2025-02-13 02:12:49,7.25,3,40
5705,1572,2025-07-02 22:46:51,9.5,4,17
5706,1867,2025-04-03 16:33:29,8.5,4,3
5707,248,2025-05-04 13:24:00,7.0,3,8
5708,1002,2025-07-30 14:19:50,3.75,1,5
5709,193,2025-07-20 15:28:59,3.5,1,29
5710,581,2025-07-05 17:27:27,4.75,2,21
5711,238,2024-11-23 14:15:39,12.5,6,50
5712,1678,2025-08-31 00:16:21,15.25,7,27
5713,376,2025-04-04 09:05:29,10.5,5,6
5714,690,2025-01-08 22:50:40,11.75,5,11
5715,21,2024-10-06 02:37:03,5.5,2,12
5716,331,2024-12-14 17:14:43,4.75,2,42
5717,397,2024-10-05 04:00:21,12.5,6,6
5718,171,2025-06-17 15:15:50,11.25,5,2
5719,1844,2024-12-03 18:40:12,3.5,1,18
5720,1308,2025-06-29 19:16:26,3.5,1,26
5721,1942,2025-05-11 12:58:36,4.75,2,39
5722,1952,2025-05-26 21:54:23,14.75,7,43
5723,1765,2025-05-29 03:45:15,3.5,1,2
5724,1687,2025-04-27 19:29:37,8.25,4,15
5725,21,2025-07-03 13:38:28,16.25,8,37
5726,1728,2025-03-27 15:00:47,8.25,4,42
5727,1025,2025-04-17 22:29:11,7.5,3,46
5728,959,2025-04-02 16:06:13,12.5,6,48
5729,1514,2025-04-26 06:19:01,11.25,5,21
5730,343,2025-07-05 05:26:43,3.5,1,29
5731,1590,2025-02-10 04:28:05,8.0,4,36
5732,851,2024-12-06 19:25:40,3.5,1,4
5733,1064,2025-01-22 15:36:52,9.75,4,42
5734,931,2024-12-03 18:14:26,4.5,2,11
5735,912,2025-01-07 14:25:12,16.25,8,29
5736,165,2025-09-15 12:58:47,12.5,6,47
5737,1253,2025-09-11 03:37:55,12.75,6,34
5738,1941,2025-05-21 22:12:31,12.0,6,34
5739,698,2025-08-07 11:34:33,11.25,5,44
5740,1588,2025-01-09 09:02:43,4.5,2,12
5741,805,2025-03-20 20:01:40,4.0,2,13
5742,557,2024-11-25 23:03:16,15.0,7,32
5743,1217,2024-11-12 12:57:49,8.25,4,18
5744,999,2025-03-17 04:21:53,10.0,5,15
5745,25,2024-10-28 13:48:09,4.75,2,9
5746,1397,2025-04-07 02:05:27,15.25,7,22
5747,1419,2024-10-29 09:52:33,12.5,6,33
5748,1856,2025-04-24 09:05:07,4.5,2,3
5749,478,2025-02-08 09:23:25,13.5,6,36
5750,433,2024-11-02 22:25:00,8.25,4,11
5751,871,2025-04-15 03:45:45,4.5,2,16
5752,991,2025-04-12 04:30:31,11.75,5,8
5753,923,2025-07-13 12:25:53,4.0,2,21
5754,1205,2025-01-27 15:16:30,11.25,5,33
5755,1426,2025-08-17 07:50:26,4.0,2,49
5756,668,2025-04-27 15:08:30,4.75,2,31
5757,1144,2025-02-10 19:59:25,11.0,5,15
5758,1467,2025-06-12 06:35:45,7.25,3,49
5759,575,2025-07-20 03:38:21,15.5,7,18
5760,777,2025-05-22 19:26:25,13.75,6,5
5761,1293,2025-04-06 20:14:10,11.0,5,2
5762,1706,2025-07-24 05:16:00,14.25,7,50
5763,29,2024-10-14 15:51:37,8.0,4,50
5764,962,2025-01-25 11:13:30,13.75,6,45
5765,1497,2025-04-21 05:08:04,4.0,2,39
5766,1237,2024-10-26 12:04:50,4.5,2,24
5767,1588,2024-12-02 15:44:20,14.0,7,9
5768,845,2025-06-14 05:01:38,9.75,4,34
5769,1862,2025-07-26 11:16:26,3.5,1,27
5770,1590,2024-10-20 16:38:02,15.5,7,14
5771,688,2024-10-29 07:21:28,8.5,4,30
5772,399,2025-06-18 15:32:20,13.0,6,27
5773,396,2025-03-11 22:38:49,14.75,7,46
5774,1769,2025-09-08 08:15:53,3.5,1,5
5775,1662,2024-12-16 21:17:10,8.5,4,30
5776,950,2025-05-25 21:02:50,14.5,7,33
5777,636,2025-05-23 11:26:11,3.5,1,39
5778,835,2025-03-20 21:12:32,4.0,2,42
5779,1371,2025-04-07 19:28:23,5.5,2,7
5780,423,2025-07-23 10:27:28,4.0,2,25
5781,612,2025-02-18 19:46:24,8.5,4,11
5782,647,2024-11-24 03:57:32,16.25,8,35
5783,903,2024-12-11 21:43:22,8.25,4,8
5784,646,2025-02-25 02:10:36,14.25,7,7
5785,1183,2025-06-15 00:04:06,11.0,5,37
5786,1938,2025-09-29 05:53:40,8.5,4,6
5787,423,2025-05-06 21:40:06,8.0,4,12
5788,731,2025-09-01 23:24:05,4.5,2,37
5789,579,2025-05-07 05:40:25,9.0,4,21
5790,1448,2024-12-20 11:05:57,4.5,2,24
5791,566,2024-12-21 02:19:41,6.0,3,16
5792,1062,2024-12-27 09:22:33,16.0,8,44
5793,1607,2024-12-15 07:21:25,3.75,1,44
5794,1984,2025-03-28 10:58:19,9.5,4,20
5795,134,2025-04-22 11:47:41,4.5,2,22
5796,1682,2025-03-07 20:54:56,4.75,2,46
5797,1579,2024-10-30 21:34:03,14.0,7,42
5798,956,2025-01-09 07:51:58,11.75,5,8
5799,908,2025-01-14 07:21:00,12.0,6,45
5800,1118,2025-09-04 20:53:43,3.5,1,36
5801,715,2025-05-18 00:50:11,6.5,3,22
5802,1111,2025-05-29 12:02:17,7.5,3,37
5803,898,2025-02-09 19:08:47,11.75,5,8
5804,1545,2025-04-09 14:23:39,8.0,4,39
5805,468,2025-09-17 18:55:01,12.5,6,2
5806,246,2025-09-12 22:49:14,14.25,7,33
5807,1089,2025-06-05 15:13:06,4.25,2,35
5808,409,2025-02-26 12:21:34,14.0,7,9
5809,773,2025-03-21 12:30:38,8.0,4,6
5810,1311,2024-10-20 01:42:19,10.25,5,2
5811,1343,2024-12-14 22:51:38,5.5,2,39
5812,897,2025-06-07 05:36:33,8.0,4,4
5813,197,2025-01-07 22:07:10,8.0,4,29
5814,1195,2025-07-05 14:30:07,4.0,2,16
5815,342,2025-01-01 01:54:13,4.25,2,22
5816,68,2025-07-17 16:01:03,8.5,4,3
5817,1004,2025-04-19 13:47:42,8.75,4,43
5818,166,2025-01-05 12:19:38,10.25,5,49
5819,1980,2025-06-26 15:39:08,4.0,2,15
5820,1543,2025-06-10 11:45:50,7.75,3,45
5821,967,2025-05-03 18:01:43,12.5,6,45
5822,955,2024-10-29 17:57:53,14.0,7,25
5823,1324,2025-09-28 12:48:32,8.75,4,7
5824,1721,2025-05-16 05:40:55,13.25,6,14
5825,395,2025-02-07 22:03:04,16.5,8,8
5826,1485,2025-03-11 22:20:38,3.75,1,39
5827,1376,2025-07-11 04:52:18,15.0,7,3
5828,198,2025-03-19 11:46:25,13.75,6,7
5829,1512,2025-02-06 14:52:19,12.0,6,28
5830,1265,2024-11-27 22:23:08,11.75,5,24
5831,661,2025-06-04 12:53:29,10.75,5,33
5832,1864,2024-10-30 07:15:25,13.75,6,28
5833,1381,2025-06-24 05:09:49,9.25,4,20
5834,1872,2025-06-15 17:59:35,10.25,5,7
5835,1793,2025-09-16 22:40:17,9.75,4,21
5836,1546,2024-12-26 05:12:07,13.0,6,48
5837,1876,2025-06-09 00:30:15,8.25,4,19
5838,109,2025-05-24 19:20:02,8.75,4,10
5839,1748,2025-02-02 16:56:56,4.5,2,12
5840,620,2025-06-19 19:18:52,10.5,5,21
5841,964,2025-06-06 11:50:53,11.75,5,25
5842,604,2025-02-08 13:15:56,11.75,5,33
5843,1238,2025-05-18 18:13:48,3.75,1,44
5844,1501,2024-12-01 14:53:10,5.5,2,29
5845,1253,2025-05-23 19:42:44,10.25,5,15
5846,1383,2024-10-28 22:10:02,3.5,1,22
5847,826,2025-01-03 12:32:49,10.5,5,50
5848,688,2025-04-04 21:48:02,16.0,8,7
5849,1049,2025-04-18 21:40:32,6.0,3,4
5850,1929,2025-08-24 09:39:34,11.25,5,49
5851,1524,2025-09-30 09:46:50,6.0,3,44
5852,1381,2024-12-19 03:38:31,3.75,1,42
5853,688,2025-06-26 09:40:45,14.5,7,14
5854,441,2025-04-21 05:25:30,4.25,2,1
5855,610,2025-02-24 01:50:36,4.75,2,34
5856,658,2024-12-20 13:44:35,12.75,6,8
5857,836,2024-12-03 09:29:11,5.5,2,36
5858,257,2025-05-31 16:07:23,11.75,5,8
5859,882,2025-08-11 13:52:25,8.5,4,23
5860,1939,2024-10-21 04:15:45,4.5,2,27
5861,1456,2025-02-27 23:05:36,14.75,7,13
5862,224,2024-12-26 17:36:41,4.5,2,32
5863,1059,2025-01-09 04:33:51,4.75,2,5
5864,210,2025-07-23 10:38:51,3.75,1,12
5865,1013,2025-04-10 02:44:21,13.75,6,19
5866,314,2025-03-09 05:56:46,6.0,3,1
5867,1580,2025-07-08 12:58:03,8.25,4,10
5868,893,2024-10-20 18:35:05,11.75,5,4
5869,1525,2025-09-19 22:08:43,8.25,4,19
5870,1419,2025-05-25 23:14:29,12.75,6,3
5871,477,2024-10-18 02:48:59,8.0,4,31
5872,160,2024-11-02 20:02:21,12.5,6,2
5873,343,2024-11-23 22:58:14,3.5,1,12
5874,1309,2024-10-02 20:06:27,6.0,3,46
5875,1114,2025-07-16 18:28:48,3.5,1,7
5876,726,2025-06-02 02:16:01,12.75,6,34
5877,1797,2024-10-27 20:07:44,10.75,5,47
5878,781,2024-10-18 12:58:58,10.75,5,7
5879,1218,2024-12-21 18:17:32,11.75,5,16
5880,324,2025-05-18 06:22:23,9.75,4,33
5881,1158,2025-04-13 18:51:32,11.75,5,49
5882,718,2024-10-02 17:34:29,3.5,1,14
5883,1013,2025-01-29 15:41:56,11.5,5,25
5884,6,2025-07-15 18:22:03,10.0,5,12
5885,1920,2025-09-27 20:57:36,12.0,6,15
5886,1419,2024-10-31 23:52:01,8.0,4,14
5887,1997,2025-06-01 18:44:09,4.5,2,7
5888,1256,2025-05-04 11:15:41,14.25,7,39
5889,1053,2025-05-23 03:59:57,11.5,5,17
5890,671,2025-01-31 04:45:44,8.25,4,35
5891,1812,2025-08-01 04:16:19,14.75,7,10
5892,971,2025-08-09 12:51:41,12.25,6,13
5893,1216,2025-02-04 19:23:00,6.0,3,28
5894,853,2025-08-14 06:55:51,7.5,3,25
5895,980,2024-12-22 11:06:49,4.75,2,1
5896,50,2025-01-25 21:35:29,8.0,4,15
5897,598,2025-09-17 17:32:00,6.0,3,42
5898,1702,2025-06-01 12:11:41,4.5,2,4
5899,838,2024-11-20 17:40:43,4.75,2,8
5900,683,2025-04-24 09:23:06,4.5,2,10
5901,100,2025-08-12 18:49:58,3.75,1,29
5902,1296,2025-07-13 02:24:39,8.25,4,43
5903,794,2025-03-11 05:42:12,4.0,2,31
5904,598,2024-12-07 09:32:21,10.25,5,48
5905,1836,2024-10-04 06:13:40,12.75,6,29
5906,648,2025-05-02 07:37:27,12.0,6,34
5907,434,2025-01-22 08:06:26,3.5,1,38
5908,1781,2024-12-15 17:45:16,13.25,6,42
5909,1009,2025-03-22 02:59:04,9.25,4,47
5910,1156,2025-07-01 15:56:24,13.5,6,13
5911,330,2025-03-31 07:06:16,7.0,3,43
5912,1209,2025-09-26 15:40:21,7.75,3,29
5913,119,2025-09-16 10:25:30,13.5,6,41
5914,420,2025-05-30 19:28:09,14.0,7,24
5915,811,2024-10-25 21:54:57,14.5,7,37
5916,1594,2025-07-29 06:48:45,4.5,2,28
5917,1799,2024-10-31 19:56:01,7.75,3,11
5918,1600,2025-06-21 00:33:25,7.0,3,31
5919,591,2025-02-06 08:54:37,8.0,4,5
5920,983,2024-11-19 09:23:00,11.75,5,37
5921,1087,2025-06-23 07:22:23,12.25,6,35
5922,1714,2025-09-09 17:44:19,7.25,3,17
5923,643,2025-09-10 20:22:17,3.75,1,25
5924,1996,2025-03-26 13:04:47,7.5,3,2
5925,1966,2025-03-04 13:00:27,4.0,2,34
5926,1649,2024-12-13 02:03:12,3.75,1,29
5927,1699,2025-08-16 13:40:59,4.75,2,41
5928,179,2025-04-04 20:38:51,12.75,6,27
5929,1310,2024-12-19 13:36:02,4.0,2,21
5930,896,2025-07-29 03:48:37,10.5,5,38
5931,1477,2025-06-28 13:43:06,14.0,7,33
5932,1627,2025-08-18 20:20:55,14.25,7,42
5933,1707,2025-02-14 06:17:13,3.5,1,23
5934,1158,2025-05-21 00:19:43,8.75,4,21
5935,806,2024-11-21 10:46:05,8.25,4,35
5936,1401,2025-07-11 10:32:16,13.0,6,48
5937,172,2025-03-13 13:00:10,12.0,6,31
5938,678,2024-12-21 20:50:13,10.0,5,42
5939,1075,2024-11-03 15:23:57,12.0,6,33
5940,754,2025-04-20 12:38:33,9.75,4,19
5941,250,2025-06-18 13:47:34,8.25,4,23
5942,1658,2025-05-02 12:54:01,7.0,3,34
5943,675,2025-06-10 22:38:13,4.25,2,37
5944,1745,2025-08-16 00:20:55,4.0,2,35
5945,170,2025-07-09 11:20:37,4.75,2,1
5946,1530,2025-06-13 01:39:47,3.75,1,46
5947,1709,2024-10-18 04:01:50,15.0,7,5
5948,210,2025-06-18 17:47:35,6.5,3,49
5949,1278,2025-02-24 14:08:05,13.75,6,41
5950,1846,2025-07-26 20:38:01,11.0,5,3
5951,556,2024-10-24 04:24:54,4.0,2,29
5952,655,2025-04-11 14:51:44,12.5,6,13
5953,252,2024-12-27 05:05:26,10.75,5,36
5954,645,2025-08-05 01:29:06,12.75,6,10
5955,647,2025-07-30 23:16:12,4.25,2,44
5956,316,2025-06-18 03:53:13,4.5,2,50
5957,174,2025-07-21 06:26:27,10.75,5,33
5958,600,2024-12-13 09:13:40,10.25,5,28
5959,1111,2025-07-08 13:06:33,9.0,4,22
5960,1098,2025-04-29 23:25:45,11.0,5,24
5961,232,2025-07-12 07:58:06,7.5,3,1
5962,955,2025-05-14 18:42:28,11.25,5,21
5963,1309,2025-06-22 05:13:49,13.5,6,37
5964,290,2025-05-26 17:04:55,12.0,6,26
5965,1978,2024-11-26 12:00:37,8.25,4,13
5966,1700,2025-02-21 07:01:37,4.25,2,6
5967,1330,2024-10-12 03:25:20,13.25,6,38
5968,415,2025-09-03 17:35:51,10.5,5,30
5969,1199,2024-12-28 16:48:11,8.75,4,16
5970,1485,2025-08-06 14:48:41,11.75,5,32
5971,846,2024-12-19 03:15:31,15.25,7,10
5972,511,2025-03-13 10:03:36,5.5,2,7
5973,282,2025-02-21 17:03:44,14.5,7,10
5974,549,2025-04-07 04:35:18,6.0,3,21
5975,1550,2025-01-11 19:45:28,4.0,2,12
5976,398,2024-12-15 00:53:15,12.25,6,50
5977,697,2025-03-27 02:49:52,4.0,2,15
5978,668,2025-08-19 06:19:49,4.5,2,23
5979,914,2025-03-15 12:57:33,9.5,4,21
5980,1172,2025-09-26 14:20:32,7.0,3,36
5981,1583,2025-08-18 18:14:24,11.75,5,42
5982,1764,2025-05-20 23:49:24,3.5,1,45
5983,196,2025-09-23 05:31:01,12.25,6,39
5984,280,2024-10-15 00:29:08,8.25,4,18
5985,517,2025-01-18 22:30:44,9.25,4,37
5986,752,2025-01-19 03:23:08,10.0,5,30
5987,686,2025-06-30 10:25:18,8.0,4,11
5988,289,2025-04-23 15:49:12,7.75,3,24
5989,1005,2025-09-10 02:12:23,3.5,1,7
5990,677,2025-07-26 01:05:02,4.25,2,18
5991,250,2025-03-07 14:23:27,7.75,3,29
5992,751,2025-05-09 07:51:40,11.75,5,25
5993,1253,2024-12-02 15:38:22,14.75,7,38
5994,739,2025-09-19 17:01:23,10.5,5,43
5995,1301,2025-08-08 16:51:40,6.0,3,49
5996,603,2024-10-14 18:41:18,14.5,7,8
5997,1700,2025-01-01 06:18:19,9.5,4,33
5998,1089,2025-01-25 10:04:08,9.0,4,47
